REACTIONS
ENTRY;DATABASE ID;EQUATION;Lower FLUX bound;Upper FLUX bound;Min FLUX;Max FLUX
73;rxn00789_c0;H+_c0 + PPi_c0 + cpd01775_c0 <= ATP_c0 + PRPP_c0;-1000;-0;-0;-0
74;rxn02374_c0;cpd00858_c0 => H+_c0 + H2O_c0 + cpd02431_c0;0;1000;0;0
75;rxn08583_c0;cpd00026_c0 + cpd15479_c0 <=> UDP_c0 + cpd15469_c0;-1000;1000;0.00127012;0.0127012
76;rxn00837_c0;NH3_c0 + NADP_c0 + IMP_c0 <= 2 H+_c0 + NADPH_c0 + GMP_c0;-1000;-0;-0.0733931;-0
77;rxn05319_c0;H2O_e0[e] <= H2O_c0;-1000;-0;-13.7353;-1.35569
78;rxn05293_c0;H+_c0 + NADH_c0 + cpd08301_c0 => H2O_c0 + NAD_c0 + cpd08615_c0;0;1000;0.0177453;0.177453
79;rxn02264_c0;cpd00755_c0 <=> H2O_c0 + cpd00774_c0;-1000;1000;0.000314498;0.00314498
80;rxn09202_c0;2 H+_c0 + cpd15557_c0 <=> CO2_c0 + cpd15533_c0;-1000;1000;0;0
81;rxn00097_c0;ATP_c0 + H+_c0 + AMP_c0 <=> 2 ADP_c0;-1000;1000;0.0754989;1000
82;rxn01217_c0;H+_c0 + H2O_c0 + dCMP_c0 <=> NH3_c0 + dUMP_c0;-1000;1000;-1000;-0.000826444
83;rxn02212_c0;DAHP_c0 => cpd00009_c0 + cpd00699_c0;0;1000;0.017316;0.17316
84;rxn00191_c0;cpd00024_c0 + cpd00035_c0 <=> cpd00020_c0 + cpd00023_c0;-1000;1000;-0.244863;-0.0244863
85;rxn00695_c0;ATP_c0 + cpd00089_c0 <=> PPi_c0 + cpd00387_c0;-1000;1000;0;0
86;rxn00655_c0;H2O_c0 + NAD_c0 + cpd01489_c0 <=> H+_c0 + cpd00020_c0 + NADH_c0 + cpd00085_c0;-1000;1000;0;0
87;rxn11552_c0;H+_c0 + NADPH_c0 + cpd00108_c0 <=> NADP_c0 + Dulcose_c0;-1000;1000;-1000;1000
88;rxn00692_c0;Glycine_c0 + H2O_c0 + cpd00125_c0 <=> cpd00054_c0 + cpd00087_c0;-1000;1000;-0.187934;-0.0187934
89;rxn01492_c0;ATP_c0 + cpd00802_c0 <=> H+_c0 + ADP_c0 + cpd00290_c0;-1000;1000;0;0
90;rxn00802_c0;cpd02152_c0 <=> cpd00106_c0 + cpd00051_c0;-1000;1000;0;0
91;rxn01310_c0;NADP_c0 + cpd00588_c0 <=> H+_c0 + cpd00027_c0 + NADPH_c0;-1000;1000;0;0
92;rxn08802_c0;H2O_c0 + cpd15328_c0 <=> 2 H+_c0 + cpd00080_c0 + cpd15269_c0;-1000;1000;0;0
93;rxn02703_c0;ATP_c0 + cpd01407_c0 <=> ADP_c0 + cpd03722_c0;-1000;1000;0;0
94;rxn00913_c0;H2O_c0 + GMP_c0 => cpd00009_c0 + cpd00311_c0;0;1000;0;0
95;rxn01997_c0;cpd00626_c0 => H2O_c0 + cpd00521_c0;0;1000;0.00127012;0.0127012
96;rxn08809_c0;H2O_c0 + cpd12547_c0 <=> H+_c0 + cpd00908_c0 + cpd15269_c0;-1000;1000;-0.106561;-0.0106561
97;rxn03958_c0;NADP_c0 + cpd08286_c0 <=> H+_c0 + cpd08289_c0 + NADPH_c0;-1000;1000;-0.177453;-0.0177453
98;rxn00131_c0;H2O_c0 + AMP_c0 <=> Adenine_c0 + cpd00101_c0;-1000;1000;0;996.114
99;rxn00178_c0;2 cpd00022_c0 <=> CoA_c0 + cpd00279_c0;-1000;1000;0.00432595;0.0432595
100;rxn01362_c0;H+_c0 + PPi_c0 + cpd00810_c0 <= PRPP_c0 + Orotate_c0;-1000;-0;-0.367613;-0.0364649
101;rxn04713_c0;cpd09818_c0 + cpd00078_c0 <=> cpd09819_c0 + cpd00036_c0;-1000;1000;0;0
102;rxn00584_c0;NAD_c0 + cpd03762_c0 => CO2_c0 + NADH_c0 + cpd00077_c0;0;1000;0;0
103;rxn11723_c0;H2O_c0 + cpd16346_c0 <=> 2 H+_c0 + CoA_c0 + cpd05238_c0;-1000;1000;0;0
104;rxn10060_c0;NAD_c0 + TTP_c0 <=> H+_c0 + NADP_c0 + dTDP_c0;-1000;1000;-1000;1000
105;rxn12638_c0;H2O_c0 + cpd11588_c0 => Glycine_c0 + cpd00129_c0;0;1000;0;0
106;rxn09105_c0;H2O_c0 + cpd15546_c0 => H+_c0 + cpd00009_c0 + cpd15539_c0;0;1000;0;0
107;rxn01445_c0;H2O_c0 + dGMP_c0 => cpd00009_c0 + cpd00277_c0;0;1000;0;499.962
108;rxn08841_c0;H2O_c0 + cpd15339_c0 <=> H+_c0 + cpd00908_c0 + cpd00214_c0;-1000;1000;0;0
109;rxn01701_c0;Retinol_c0 + cpd00134_c0 <=> CoA_c0 + cpd01691_c0;-1000;1000;0;0
110;rxn08083_c0;H+_c0 + cpd15325_c0 + cpd11468_c0 => ACP_c0 + cpd15521_c0;0;1000;0;0
111;rxn03038_c0;cpd02501_c0 + O2_c0 => H+_c0 + cpd02731_c0;0;1000;0;0
112;rxn02791_c0;cpd00023_c0 + cpd01651_c0 <=> H2O_c0 + cpd03407_c0;-1000;1000;0;0
113;rxn05466_c0;NH3_e0[e] <=> NH3_c0;-1000;1000;0.513599;5.19226
114;rxn08814_c0;H2O_c0 + cpd15322_c0 <=> H+_c0 + cpd15237_c0 + cpd02090_c0;-1000;1000;0;0
115;rxn08845_c0;H2O_c0 + cpd15343_c0 <=> H+_c0 + ddca_c0 + cpd02090_c0;-1000;1000;0;0
116;rxn01292_c0;cpd00224_c0 <=> cpd00397_c0;-1000;1000;0;0
117;rxn00300_c0;3 H2O_c0 + GTP_c0 => 3 H+_c0 + PPi_c0 + Formate_c0 + cpd00957_c0;0;1000;0.000314498;0.00314498
118;rxn08799_c0;H2O_c0 + cpd15327_c0 <=> 2 H+_c0 + cpd00080_c0 + cpd00214_c0;-1000;1000;0;0
119;rxn05938_c0;H+_c0 + cpd00022_c0 + CO2_c0 + cpd11620_c0 <=> CoA_c0 + cpd00020_c0 + cpd11621_c0;-1000;1000;0.147557;1.71364
120;rxn10256_c0;ATP_c0 + cpd15704_c0 <=> ADP_c0 + cpd15680_c0;-1000;1000;0;0
121;rxn00679_c0;H+_c0 + CoA_c0 + cpd01501_c0 <= H2O_c0 + cpd00032_c0 + cpd00086_c0;-1000;-0;-0;-0
122;rxn01516_c0;Uridine_c0 + TTP_c0 <=> H+_c0 + UMP_c0 + dTDP_c0;-1000;1000;-1000;1000
123;rxn02103_c0;NADP_c0 + cpd00465_c0 <=> H+_c0 + NADPH_c0 + cpd00596_c0;-1000;1000;-1000;1000
124;rxn03848_c0;H+_c0 + H2O_c0 + Biuret_c0 <=> CO2_c0 + NH3_c0 + Urea_c0;-1000;1000;0;0
125;rxn10213_c0;H+_c0 + strcoa_c0 + cpd15329_c0 => CoA_c0 + cpd15526_c0;0;1000;0;0
126;rxn08300_c0;ATP_c0 + cpd15312_c0 <=> ADP_c0 + cpd15527_c0;-1000;1000;0;0
127;rxn02404_c0;H2O_c0 + cpd02730_c0 => cpd00009_c0 + KDO_c0;0;1000;0.00381037;0.0381037
128;rxn01644_c0;cpd00020_c0 + cpd00346_c0 => H+_c0 + 2 H2O_c0 + cpd02120_c0;0;1000;0.0157656;0.157656
129;rxn08297_c0;ATP_c0 + cpd15309_c0 <=> ADP_c0 + cpd15524_c0;-1000;1000;0;0
130;rxn00012_c0;2 Sucrose_c0 <=> cpd00027_c0 + cpd02298_c0;-1000;1000;0;0
131;rxn12847_c0;H2O_c0 + Gly-Tyr_c0 <=> Glycine_c0 + cpd00069_c0;-1000;1000;0;0
132;rxn09320_c0;ATP_c0 + cpd00655_c0 <=> Adenine_c0 + cpd15364_c0;-1000;1000;0;0
133;rxn08822_c0;H2O_c0 + cpd15358_c0 <=> 2 H+_c0 + cpd00080_c0 + ocdca_c0;-1000;1000;0;0
134;rxn04068_c0;H2O_c0 + cpd01318_c0 <=> Glycine_c0 + Cholate_c0;-1000;1000;0;0
135;rxn01522_c0;H2O_c0 + NAD_c0 + XAN_c0 <=> H+_c0 + NADH_c0 + Urate_c0;-1000;1000;-0.16138;-0.0158284
136;rxn00336_c0;cpd00260_c0 <=> cpd00036_c0 + cpd00040_c0;-1000;1000;0.0158284;0.16138
137;rxn03891_c0;cpd00113_c0 + cpd00906_c0 => H+_c0 + PPi_c0 + cpd02590_c0;0;1000;0.000471748;0.00471748
138;rxn04457_c0;cpd09027_c0 => CO2_c0 + cpd01567_c0;0;1000;0;0
139;rxn05021_c0;H+_c0 + cpd00083_c0 + cpd00286_c0 <=> cpd11214_c0 + GDP_c0;-1000;1000;0;0
140;rxn08844_c0;H2O_c0 + cpd15342_c0 <=> H+_c0 + cpd00908_c0 + cpd15269_c0;-1000;1000;0;0
141;rxn00707_c0;cpd00367_c0 + ITP_c0 <=> H+_c0 + CMP_c0 + IDP_c0;-1000;1000;-1000;1000
142;rxn00369_c0;cpd00367_c0 + GTP_c0 <=> H+_c0 + CMP_c0 + GDP_c0;-1000;1000;-1000;999.984
143;rxn06937_c0;ATP_c0 + cpd00023_c0 + cpd11912_c0 => H+_c0 + PPi_c0 + AMP_c0 + cpd12227_c0;0;1000;0;0
144;rxn03095_c0;H2O_c0 + cpd03244_c0 <=> Taurine_c0 + cpd02733_c0;-1000;1000;0;0
145;rxn00708_c0;H2O_c0 + UMP_c0 => cpd00009_c0 + Uridine_c0;0;1000;0;996.114
146;rxn03762_c0;cpd00051_c0 + cpd00102_c0 <=> H+_c0 + cpd00009_c0 + cpd04058_c0;-1000;1000;0;0
147;rxn00747_c0;cpd00102_c0 <=> cpd00095_c0;-1000;1000;0.416548;4.16601
148;rxn01334_c0;cpd00349_c0 <=> cpd00095_c0 + cpd00236_c0;-1000;1000;-0.258817;-0.0258817
149;rxn10113_c0;2.5 H+_c0 + 0.5 O2_c0 + cpd15561_c0 => H2O_c0 + 2.5 H+_e0[e] + cpd15560_c0;0;1000;0.0363956;0.396817
150;rxn12646_c0;H2O_c0 + Gly-Gln_c0 <=> Glycine_c0 + cpd00053_c0;-1000;1000;0;0
151;rxn01675_c0;cpd00089_c0 + TTP_c0 <=> PPi_c0 + cpd00626_c0;-1000;1000;0.00127012;0.0127012
152;rxn08839_c0;H2O_c0 + cpd15337_c0 <=> H+_c0 + cpd00908_c0 + cpd03847_c0;-1000;1000;0;0
153;rxn14003_c0;;-1000;1000;-1000;1000
154;rxn01575_c0;cpd00024_c0 + cpd00322_c0 <=> cpd00023_c0 + 3MOP_c0;-1000;1000;-0.122794;-0.0122794
155;rxn09562_c0;H+_c0 + dATP_c0 + GMP_c0 <=> dADP_c0 + GDP_c0;-1000;1000;-999.992;1000
156;rxn06098_c0;cpd11624_c0 + Sterol_c0 <=> cpd11979_c0 + cpd02601_c0;-1000;1000;0;0
157;rxn00555_c0;cpd00053_c0 + cpd00072_c0 <=> cpd00023_c0 + cpd00288_c0;-1000;1000;0.00508049;996.119
158;rxn10237_c0;2 H+_c0 + cpd15694_c0 <=> CO2_c0 + cpd15700_c0;-1000;1000;0;0
159;rxn12644_c0;H2O_c0 + cpd11582_c0 <=> cpd00035_c0 + cpd00161_c0;-1000;1000;0;0
160;rxn00147_c0;ATP_c0 + H2O_c0 + cpd00020_c0 => 3 H+_c0 + cpd00009_c0 + cpd00061_c0 + AMP_c0;0;1000;0.199835;2.00027
161;rxn01505_c0;cpd00293_c0 <=> cpd02611_c0;-1000;1000;0.00508049;0.0508049
162;rxn00737_c0;cpd00161_c0 <=> NH3_c0 + cpd00094_c0;-1000;1000;-0.10719;-0.010719
163;rxn08843_c0;H2O_c0 + cpd15341_c0 <=> H+_c0 + cpd00908_c0 + ocdca_c0;-1000;1000;-0.00540744;-0.000540744
164;rxn04841_c0;2 GSH_c0 + cpd03555_c0 <=> H2O_c0 + cpd02890_c0 + cpd00111_c0;-1000;1000;0;0
165;rxn11551_c0;H+_c0 + NADH_c0 + cpd00108_c0 <=> NAD_c0 + Dulcose_c0;-1000;1000;-1000;1000
166;rxn02314_c0;ATP_c0 + cpd00805_c0 <=> H+_c0 + ADP_c0 + cpd02371_c0;-1000;1000;0;0
167;rxn08801_c0;H2O_c0 + cpd15329_c0 <=> H+_c0 + cpd00080_c0 + ocdca_c0;-1000;1000;0;0
168;rxn02161_c0;ATP_c0 + cpd00642_c0 <=> H+_c0 + ADP_c0 + cpd00831_c0;-1000;1000;0;0
169;rxn00251_c0;H+_c0 + cpd00009_c0 + cpd00032_c0 <=> H2O_c0 + cpd00061_c0 + CO2_c0;-1000;1000;-996.274;-0.160123
170;rxn04043_c0;ADP_c0 + cpd00072_c0 <=> 2 H+_c0 + AMP_c0 + cpd00290_c0;-1000;1000;-0.482781;-0.0482781
171;rxn00139_c0;H+_c0 + PPi_c0 + AMP_c0 <= PRPP_c0 + Adenine_c0;-1000;-0;-996.114;-0
172;rxn00790_c0;H+_c0 + PPi_c0 + cpd00023_c0 + cpd01982_c0 <= H2O_c0 + PRPP_c0 + cpd00053_c0;-1000;-0;-0.00157249;-0.000157249
173;rxn08086_c0;H+_c0 + cpd15327_c0 + cpd15277_c0 => ACP_c0 + cpd15524_c0;0;1000;0;0
174;rxn01146_c0;cpd00009_c0 + cpd00184_c0 <=> cpd00509_c0 + Thymine_c0;-1000;1000;0;0
175;rxn05336_c0;NADP_c0 + cpd11481_c0 <=> NADPH_c0 + cpd11485_c0;-1000;1000;0;0
176;rxn01484_c0;H2O_c0 + cpd00293_c0 <=> Acetate_c0 + cpd00288_c0;-1000;1000;-0.0508049;-0.00508049
177;rxn04712_c0;cpd00106_c0 + cpd09801_c0 => cpd09818_c0;0;1000;0;0
178;rxn01124_c0;NAD_c0 + cpd00176_c0 <=> H+_c0 + NADH_c0 + cpd02663_c0;-1000;1000;0;0
179;rxn07584_c0;ATP_c0 + Lipoate_c0 <=> PPi_c0 + cpd14955_c0;-1000;1000;0;0
180;rxn00132_c0;H2O_c0 + AMP_c0 => cpd00009_c0 + cpd00182_c0;0;1000;0;996.114
181;rxn11724_c0;H2O_c0 + cpd14887_c0 <=> 2 H+_c0 + CoA_c0 + cpd16301_c0;-1000;1000;0;0
182;rxn04052_c0;2 H+_c0 + cpd08375_c0 <=> cpd03421_c0;-1000;1000;0;0
183;rxn02819_c0;cpd00017_c0 + cpd02787_c0 <=> H+_c0 + cpd01736_c0 + cpd00019_c0;-1000;1000;0;0
184;rxn00712_c0;Uridine_c0 + UTP_c0 <=> H+_c0 + UDP_c0 + UMP_c0;-1000;1000;-1000;999.981
185;rxn08815_c0;H2O_c0 + cpd15323_c0 <=> H+_c0 + cpd02090_c0 + ocdca_c0;-1000;1000;-0.0162223;-0.00162223
186;rxn00126_c0;ATP_c0 + cpd00060_c0 + H2O_c0 => H+_c0 + cpd00009_c0 + cpd00017_c0 + PPi_c0;0;1000;0.00110074;0.0110074
187;rxn01015_c0;cpd00145_c0 <=> cpd00843_c0;-1000;1000;0;0
188;rxn12844_c0;H2O_c0 + Gly-Cys_c0 <=> Glycine_c0 + cpd00084_c0;-1000;1000;0;0
189;rxn10216_c0;fa1coa_c0 + cpd15673_c0 => H+_c0 + CoA_c0 + cpd15679_c0;0;1000;0;0
190;rxn08798_c0;H2O_c0 + cpd15330_c0 => 2 H+_c0 + cpd00080_c0 + cpd15298_c0;0;1000;0;0
191;rxn08821_c0;H2O_c0 + cpd15354_c0 <=> 2 H+_c0 + cpd15237_c0 + cpd00080_c0;-1000;1000;0;0
192;rxn05340_c0;NADP_c0 + cpd11480_c0 <=> NADPH_c0 + cpd11489_c0;-1000;1000;0;0
193;rxn00484_c0;H+_c0 + cpd00065_c0 => CO2_c0 + cpd00318_c0;0;1000;0;0
194;rxn00405_c0;H+_c0 + cpd00051_c0 => CO2_c0 + cpd00152_c0;0;1000;0;0
195;rxn01169_c0;ATP_c0 + cpd00190_c0 <=> H+_c0 + ADP_c0 + cpd00863_c0;-1000;1000;-999.506;996.614
196;rxn12013_c0;ROOH_c0 + 2 RSH_c0 <=> H2O_c0 + R-S-S-R_c0 + Alcohol_c0;-1000;1000;0;0
197;rxn07230_c0;H2O_c0 + cpd13383_c0 <=> H+_c0 + cpd00009_c0 + cpd12572_c0;-1000;1000;0;0
198;rxn02379_c0;cpd00862_c0 <=> cpd02340_c0;-1000;1000;0;0
199;rxn00013_c0;2 H+_c0 + 2 cpd00089_c0 <=> cpd00027_c0 + cpd00499_c0;-1000;1000;0;0
200;rxn02916_c0;cpd02074_c0 => H+_c0 + H2O_c0 + cpd00922_c0;0;1000;0;0
201;rxn01133_c0;cpd00022_c0 + Maltose_c0 => CoA_c0 + cpd01441_c0;0;1000;0;0
202;rxn12639_c0;H2O_c0 + Ala-Gln_c0 <=> cpd00035_c0 + cpd00053_c0;-1000;1000;0;0
203;rxn00875_c0;Acetate_c0 + cpd00120_c0 <=> cpd00022_c0 + cpd00211_c0;-1000;1000;0;0
204;rxn00363_c0;CMP_c0 + H2O_c0 => cpd00009_c0 + cpd00367_c0;0;1000;0;996.114
205;rxn08128_c0;Maltose_c0 + cpd15495_c0 <=> cpd00027_c0 + cpd01329_c0;-1000;1000;-1000;1000
206;rxn00705_c0;2 H+_c0 + 2 cpd00089_c0 <=> cpd00027_c0 + cpd00907_c0;-1000;1000;0;0
207;rxn01670_c0;H2O_c0 + cpd00355_c0 => cpd00009_c0 + cpd02016_c0;0;1000;0;0
208;rxn12643_c0;H2O_c0 + Ala-Leu_c0 => cpd00035_c0 + cpd00107_c0;0;1000;0;0
209;rxn01706_c0;cpd00367_c0 + dUTP_c0 <=> H+_c0 + CMP_c0 + dUDP_c0;-1000;1000;-1000;1000
210;rxn11703_c0;cpd16335_c0 => cpd00020_c0 + SHCHC_c0;0;1000;0.000314498;0.00314498
211;rxn01300_c0;ATP_c0 + cpd00227_c0 <=> H+_c0 + ADP_c0 + cpd00809_c0;-1000;1000;0;0
212;rxn07899_c0;NAD_c0 + cpd15182_c0 <=> CO2_c0 + NADH_c0 + cpd15176_c0;-1000;1000;0;0
213;rxn00786_c0;cpd00290_c0 <=> cpd00102_c0 + cpd00095_c0;-1000;1000;-0.482781;-0.0482781
214;rxn03012_c0;cpd02414_c0 => H+_c0 + H2O_c0 + cpd02465_c0;0;1000;0;0
215;rxn09197_c0;2 H+_c0 + cpd15552_c0 <=> CO2_c0 + cpd15528_c0;-1000;1000;0;0
216;rxn01100_c0;ATP_c0 + cpd00169_c0 <=> ADP_c0 + cpd00203_c0;-1000;1000;0;0
