REACTIONS
ENTRY;DATABASE ID;EQUATION;Lower FLUX bound;Upper FLUX bound;Min FLUX;Max FLUX
434;rxn00355_c0;UTP_c0 + cpd00348_c0 <=> PPi_c0 + cpd00043_c0;-1000;1000;0;0
435;rxn10233_c0;2 H+_c0 + cpd15690_c0 <=> CO2_c0 + cpd15696_c0;-1000;1000;0.000540744;0.00540744
436;rxn00216_c0;ATP_c0 + cpd00027_c0 <=> H+_c0 + ADP_c0 + cpd00079_c0;-1000;1000;-1000;996.12
437;rxn08808_c0;H+_c0 + H2O_c0 + cpd12547_c0 => cpd00908_c0 + ocdca_c0;0;1000;0.0106561;0.106561
438;rxn12635_c0;H2O_c0 + Gly-Met_c0 <=> Glycine_c0 + cpd00060_c0;-1000;1000;0;0
439;rxn00346_c0;H+_c0 + cpd00041_c0 => CO2_c0 + cpd00085_c0;0;1000;0.000471748;0.00471748
440;rxn00550_c0;H2O_c0 + cpd00503_c0 <=> 2 H+_c0 + cpd00009_c0 + cpd00072_c0;-1000;1000;0;0
441;rxn00194_c0;H+_c0 + cpd00023_c0 => CO2_c0 + GABA_c0;0;1000;0.000314498;0.00314498
442;rxn00806_c0;cpd00024_c0 + cpd00107_c0 <=> cpd00023_c0 + 4MOP_c0;-1000;1000;-0.190635;-0.0190635
443;rxn08178_c0;H+_c0 + NADH_c0 + cpd15414_c0 <=> BIOT_c0 + H2O_c0 + NAD_c0;-1000;1000;-1000;1000
444;rxn03002_c0;H2O_c0 + cpd02688_c0 <=> H+_c0 + cpd00009_c0 + cpd02380_c0;-1000;1000;0;0
445;rxn05616_c0;Mg_c0 <=> Mg_e0[e];-1000;1000;-0.00157249;996.114
446;rxn08805_c0;H2O_c0 + cpd15315_c0 <=> H+_c0 + cpd00908_c0 + cpd15298_c0;-1000;1000;0;0
447;rxn01507_c0;H2O_c0 + dAMP_c0 => cpd00009_c0 + cpd00438_c0;0;1000;0;0
448;rxn00077_c0;ATP_c0 + NAD_c0 <=> H+_c0 + ADP_c0 + NADP_c0;-1000;1000;-1000;1000
449;rxn01388_c0;cpd00260_c0 <=> H2O_c0 + cpd00331_c0;-1000;1000;-1000;999.947
450;rxn02391_c0;cpd02603_c0 <=> cpd02601_c0;-1000;1000;0;0
451;rxn02897_c0;cpd00873_c0 + cpd01997_c0 <=> H+_c0 + Niacin_c0 + cpd02904_c0;-1000;1000;0.000157249;0.00157249
452;rxn10217_c0;fa3coa_c0 + cpd15674_c0 => H+_c0 + CoA_c0 + cpd15680_c0;0;1000;0;0
453;rxn02277_c0;ATP_c0 + CO2_c0 + cpd00764_c0 => 3 H+_c0 + cpd00009_c0 + ADP_c0 + cpd01311_c0;0;1000;0;0
454;rxn00166_c0;cpd00550_c0 => cpd00020_c0 + NH3_c0;0;1000;0;0
455;rxn00134_c0;ATP_c0 + cpd00182_c0 <=> H+_c0 + ADP_c0 + AMP_c0;-1000;1000;0.000943495;996.115
456;rxn09199_c0;2 H+_c0 + cpd15554_c0 <=> CO2_c0 + cpd15530_c0;-1000;1000;0;0
457;rxn11768_c0;H2O_c0 + NAD_c0 + cpd02832_c0 <=> H+_c0 + NADH_c0 + cpd16422_c0;-1000;1000;0;0
458;rxn00141_c0;H2O_c0 + cpd00019_c0 <=> cpd00135_c0 + cpd00182_c0;-1000;1000;0.000943495;0.00943495
459;rxn07056_c0;H2O_c0 + Amide_c0 <=> NH3_c0 + cpd00049_c0;-1000;1000;0;0
460;rxn14294_c0;cpd00350_c0 <=> H+_c0 + PPi_c0 + cpd06559_c0;-1000;1000;0;0
461;rxn00186_c0;ATP_c0 + 2 H2O_c0 + cpd01293_c0 => H+_c0 + cpd00009_c0 + ADP_c0 + cpd00023_c0;0;1000;0;0
462;rxn01241_c0;NAD_c0 + cpd00449_c0 <=> H+_c0 + NADH_c0 + cpd00213_c0;-1000;1000;0;0
463;rxn11720_c0;H2O_c0 + cpd15297_c0 <=> 2 H+_c0 + CoA_c0 + cpd05235_c0;-1000;1000;0;0
464;rxn00763_c0;NAD_c0 + cpd00100_c0 <=> H+_c0 + NADH_c0 + cpd00448_c0;-1000;1000;-1000;1000
465;rxn00007_c0;H2O_c0 + TRHL_c0 <=> 2 cpd00027_c0;-1000;1000;-1000;-3.88614
466;rxn08811_c0;H2O_c0 + cpd15319_c0 <=> H+_c0 + cpd02090_c0 + cpd03847_c0;-1000;1000;0;0
467;rxn00912_c0;H2O_c0 + cpd00125_c0 + cpd00123_c0 <=> cpd00087_c0 + cpd00712_c0;-1000;1000;0.000314498;0.00314498
468;rxn02928_c0;NAD_c0 + cpd02465_c0 <=> H+_c0 + NADH_c0 + cpd02120_c0;-1000;1000;-1000;999.984
469;rxn08819_c0;H2O_c0 + cpd15362_c0 => 2 H+_c0 + cpd00080_c0 + cpd15298_c0;0;1000;0;0
470;rxn03849_c0;H2O_c0 + Biuret_c0 <=> NH3_c0 + cpd00742_c0;-1000;1000;0;0
471;rxn03512_c0;3 H+_c0 + cpd03835_c0 <=> cpd03832_c0;-1000;1000;0;0
472;rxn01291_c0;NADP_c0 + cpd00417_c0 <=> H+_c0 + NADPH_c0 + cpd00224_c0;-1000;1000;-1000;1000
473;rxn10212_c0;H+_c0 + cpd15331_c0 + cpd01695_c0 => CoA_c0 + cpd15522_c0;0;1000;0;0
474;rxn08294_c0;ATP_c0 + cpd15306_c0 <=> ADP_c0 + cpd15521_c0;-1000;1000;0;0
475;rxn01602_c0;NADP_c0 + cpd00330_c0 <=> H+_c0 + NADPH_c0 + Folate_c0;-1000;1000;0;0
476;rxn00794_c0;H2O_c0 + cpd01301_c0 <=> BIOT_c0 + NH3_c0;-1000;1000;0;0
477;rxn01761_c0;cpd00396_c0 <=> cpd00642_c0;-1000;1000;0;0
478;rxn06313_c0;cpd11611_c0 + cpd02749_c0 <=> H+_c0 + CoA_c0 + cpd11789_c0;-1000;1000;0;0
479;rxn02927_c0;2 H+_c0 + 2 H2O_c0 + cpd02103_c0 <=> CO2_c0 + 2 NH3_c0 + cpd02160_c0;-1000;1000;-0.125281;-0.0125281
480;rxn01521_c0;H2O_c0 + dUMP_c0 => cpd00009_c0 + cpd00412_c0;0;1000;0;996.114
481;rxn12636_c0;H+_c0 + H2O_c0 + cpd11590_c0 <=> cpd00060_c0 + cpd00035_c0;-1000;1000;0;0
482;rxn11759_c0;PRPP_c0 + 5-FU_c0 <=> PPi_c0 + cpd16438_c0;-1000;1000;0;0
483;rxn01835_c0;NAD_c0 + cpd03571_c0 <=> H+_c0 + NADH_c0 + cpd00428_c0;-1000;1000;-0.339717;-0.0339717
484;rxn02700_c0;H2O_c0 + cpd01790_c0 <=> cpd01391_c0;-1000;1000;0;0
485;rxn01975_c0;NADP_c0 + cpd00863_c0 <=> H+_c0 + NADPH_c0 + cpd00911_c0;-1000;1000;-999.506;996.614
486;rxn00700_c0;cpd00089_c0 + GTP_c0 <=> PPi_c0 + cpd00315_c0;-1000;1000;0;0
487;rxn02373_c0;cpd00009_c0 + NADP_c0 + cpd00858_c0 <= H+_c0 + NADPH_c0 + cpd02097_c0;-1000;-0;-0;-0
488;rxn01893_c0;H2O_c0 + cpd00461_c0 => cpd02258_c0;0;1000;0;0
489;rxn03094_c0;H2O_c0 + cpd03245_c0 <=> Glycine_c0 + cpd02733_c0;-1000;1000;0;0
490;rxn00119_c0;ATP_c0 + H+_c0 + UMP_c0 <=> ADP_c0 + UDP_c0;-1000;1000;0.0114241;0.114241
491;rxn00709_c0;ATP_c0 + Uridine_c0 <=> H+_c0 + ADP_c0 + UMP_c0;-1000;1000;-1000;1000
492;rxn08179_c0;H+_c0 + NADPH_c0 + cpd15414_c0 <=> BIOT_c0 + H2O_c0 + NADP_c0;-1000;1000;-1000;1000
493;rxn05468_c0;O2_e0[e] <=> O2_c0;-1000;1000;-0.492345;-0.0475787
494;rxn01466_c0;cpd00113_c0 + cpd00283_c0 => H+_c0 + PPi_c0 + cpd00350_c0;0;1000;0.00174187;0.0174187
495;rxn01674_c0;dCTP_c0 + Uridine_c0 <=> H+_c0 + dCDP_c0 + UMP_c0;-1000;1000;-1000;999.999
496;rxn00974_c0;Citrate_c0 <=> H2O_c0 + cpd00331_c0;-1000;1000;-999.947;1000
497;rxn01948_c0;H+_c0 + cpd00490_c0 <=> CO2_c0 + cpd00579_c0;-1000;1000;0;0
498;rxn05740_c0;cpd00009_c0 + cpd00155_c0 <=> cpd00089_c0 + cpd15302_c0;-1000;1000;0;0
499;rxn09203_c0;2 H+_c0 + cpd15558_c0 <=> CO2_c0 + cpd15534_c0;-1000;1000;0;0
500;rxn01225_c0;H+_c0 + H2O_c0 + Guanine_c0 <=> NH3_c0 + XAN_c0;-1000;1000;-0.158284;-0.00848911
501;rxn01679_c0;Uridine_c0 + dUTP_c0 <=> H+_c0 + UMP_c0 + dUDP_c0;-1000;1000;-1000;1000
502;rxn01171_c0;cpd00027_c0 <=> cpd00190_c0;-1000;1000;-999.506;996.614
503;rxn08842_c0;H2O_c0 + cpd15340_c0 <=> H+_c0 + cpd00908_c0 + cpd15237_c0;-1000;1000;0;0
504;rxn01538_c0;ATP_c0 + Thiamin_c0 <=> H+_c0 + ADP_c0 + cpd00793_c0;-1000;1000;-0.00157249;-0.000157249
505;rxn02128_c0;ATP_c0 + cpd00620_c0 <=> H+_c0 + ADP_c0 + cpd00834_c0;-1000;1000;0;0
506;rxn00778_c0;cpd00475_c0 <=> cpd00101_c0;-1000;1000;0.0251275;999.972
507;rxn00808_c0;ATP_c0 + cpd00108_c0 <=> H+_c0 + ADP_c0 + cpd00348_c0;-1000;1000;0;0
508;rxn01747_c0;2 H+_c0 + H2O_c0 + cpd00388_c0 <=> CO2_c0 + NH3_c0 + cpd01419_c0;-1000;1000;-0.16138;-0.0158284
509;rxn10052_c0;AMP_c0 + cpd00421_c0 <=> ADP_c0 + PPi_c0;-1000;1000;-499.963;-0.000669195
510;rxn04133_c0;H2O_c0 + cpd08625_c0 => H+_c0 + CO2_c0 + cpd01092_c0;0;1000;0;0
511;rxn00193_c0;cpd00023_c0 <=> cpd00186_c0;-1000;1000;0.00127012;0.0127012
512;rxn04840_c0;2 GSH_c0 + cpd03176_c0 <=> H2O_c0 + cpd00111_c0 + 5-HETE_c0;-1000;1000;0;0
513;rxn05197_c0;H+_e0[e] + Uracil_e0[e] <=> H+_c0 + Uracil_c0;-1000;1000;-0.26257;-0.0259539
514;rxn02907_c0;DOC_c0 <=> cpd02538_c0;-1000;1000;0;0
515;rxn08800_c0;H2O_c0 + cpd15326_c0 <=> 2 H+_c0 + cpd15237_c0 + cpd00080_c0;-1000;1000;-9.86076e-32;-9.86076e-32
516;rxn11892_c0;cpd00134_c0 + cpd00667_c0 <=> CoA_c0 + cpd02184_c0;-1000;1000;0;0
517;rxn02166_c0;H2O_c0 + cpd02135_c0 => cpd00009_c0 + PNP_c0;0;1000;0;0
518;rxn00256_c0;H+_c0 + CoA_c0 + Citrate_c0 <= cpd00022_c0 + H2O_c0 + cpd00032_c0;-1000;-0;-0.530545;-0.0530545
519;rxn10232_c0;2 H+_c0 + cpd15689_c0 <=> CO2_c0 + cpd15695_c0;-1000;1000;0.000540744;0.00540744
520;rxn08942_c0;cpd00009_c0 + cpd01329_c0 <=> cpd15495_c0 + cpd00089_c0;-1000;1000;-1000;1000
521;rxn00921_c0;H+_c0 + cpd00136_c0 <=> CO2_c0 + Phenol_c0;-1000;1000;0.00612837;0.0612837
522;rxn02015_c0;H2O_c0 + cpd03047_c0 <=> Taurine_c0 + Cholate_c0;-1000;1000;0;0
523;rxn00347_c0;cpd00041_c0 <=> cpd00106_c0 + NH3_c0;-1000;1000;-0.0718206;-0.00718206
524;rxn01858_c0;H+_c0 + H2O_c0 + cpd00438_c0 => NH3_c0 + cpd03279_c0;0;1000;0;0
525;rxn01621_c0;cpd00831_c0 <=> cpd00095_c0 + cpd00334_c0;-1000;1000;0;0
526;rxn02297_c0;H+_c0 + cpd00035_c0 + cpd00782_c0 => CoA_c0 + CO2_c0 + cpd00800_c0;0;1000;0;0
527;rxn07901_c0;NAD_c0 + cpd15184_c0 <=> CO2_c0 + NADH_c0 + cpd15177_c0;-1000;1000;0;0
528;rxn01485_c0;cpd03671_c0 <=> cpd00288_c0;-1000;1000;0;0
529;rxn09104_c0;H2O_c0 + cpd15545_c0 => H+_c0 + cpd00009_c0 + cpd15538_c0;0;1000;0;0
530;rxn00239_c0;ATP_c0 + H+_c0 + GMP_c0 <=> ADP_c0 + GDP_c0;-1000;1000;-999.992;1000
531;rxn10169_c0;H+_e0[e] + LACT_e0[e] <=> H+_c0 + LACT_c0;-1000;1000;0;0
532;rxn07900_c0;NAD_c0 + cpd15183_c0 <=> CO2_c0 + NADH_c0 + cpd15177_c0;-1000;1000;0;0
533;rxn09107_c0;H2O_c0 + cpd15548_c0 => H+_c0 + cpd00009_c0 + cpd15541_c0;0;1000;0;0
534;rxn11725_c0;H2O_c0 + cpd14900_c0 <=> 2 H+_c0 + CoA_c0 + cpd16340_c0;-1000;1000;0;0
535;rxn01329_c0;cpd00235_c0 <=> cpd00485_c0;-1000;1000;0;0
536;rxn10268_c0;H2O_c0 + cpd15719_c0 => H+_c0 + cpd00009_c0 + cpd15725_c0;0;1000;0;0
537;rxn11896_c0;H2O_c0 + NAD_c0 + cpd16479_c0 <=> 2 H+_c0 + NADH_c0 + cpd11177_c0;-1000;1000;0;0
538;rxn00990_c0;Acetate_c0 + cpd00279_c0 <=> cpd00022_c0 + cpd00142_c0;-1000;1000;0;0
539;rxn08816_c0;H2O_c0 + cpd15324_c0 <=> H+_c0 + cpd15269_c0 + cpd02090_c0;-1000;1000;0;0
540;rxn01137_c0;H+_c0 + H2O_c0 + cpd00182_c0 => NH3_c0 + Inosine_c0;0;1000;0;0
541;rxn01080_c0;cpd00164_c0 <=> cpd00672_c0;-1000;1000;0;0
542;rxn10255_c0;ATP_c0 + cpd15703_c0 <=> ADP_c0 + cpd15679_c0;-1000;1000;0;0
543;rxn08797_c0;H2O_c0 + cpd15331_c0 <=> H+_c0 + cpd00080_c0 + cpd03847_c0;-1000;1000;0;0
544;rxn01513_c0;ATP_c0 + H+_c0 + dTMP_c0 <=> ADP_c0 + dTDP_c0;-1000;1000;0.000800712;0.00800712
545;rxn01274_c0;H2O_c0 + cpd02182_c0 => H+_c0 + GSH_c0 + cpd00221_c0;0;1000;0;0
546;rxn02230_c0;cpd00706_c0 + HCN_c0 <=> H+_c0 + cpd00020_c0 + cpd01211_c0;-1000;1000;0;0
547;rxn04783_c0;ATP_c0 + Formate_c0 + GAR_c0 => H+_c0 + cpd00009_c0 + ADP_c0 + cpd02678_c0;0;1000;0.000157249;0.00157249
548;rxn00604_c0;NADP_c0 + cpd00079_c0 <=> H+_c0 + NADPH_c0 + cpd00911_c0;-1000;1000;-996.12;1000
549;rxn12645_c0;H2O_c0 + cpd11581_c0 <=> Glycine_c0 + cpd00132_c0;-1000;1000;0;0
550;rxn07448_c0;H2O_c0 + cpd00283_c0 <=> H+_c0 + PPi_c0 + cpd02471_c0;-1000;1000;0;0
551;rxn00674_c0;ATP_c0 + CoA_c0 + cpd00141_c0 <=> H+_c0 + PPi_c0 + AMP_c0 + cpd00086_c0;-1000;1000;-999.966;997.822
552;rxn02929_c0;NADP_c0 + cpd02465_c0 <=> H+_c0 + NADPH_c0 + cpd02120_c0;-1000;1000;-1000;999.984
553;rxn00715_c0;Uridine_c0 + ITP_c0 <=> H+_c0 + UMP_c0 + IDP_c0;-1000;1000;-1000;1000
554;rxn08849_c0;H2O_c0 + cpd15347_c0 <=> H+_c0 + cpd15237_c0 + cpd02090_c0;-1000;1000;8.67362e-18;8.67362e-18
555;rxn10211_c0;cpd00134_c0 + cpd15327_c0 => CoA_c0 + cpd15524_c0;0;1000;0;0
556;rxn08295_c0;ATP_c0 + cpd15307_c0 <=> ADP_c0 + cpd15522_c0;-1000;1000;0;0
557;rxn02788_c0;cpd01644_c0 => cpd02183_c0;0;1000;0;0
558;rxn00686_c0;NADP_c0 + cpd00087_c0 <=> H+_c0 + NADPH_c0 + cpd00330_c0;-1000;1000;-0.0127246;-0.00127246
559;rxn01529_c0;H2O_c0 + NAD_c0 + Retinal_c0 <=> 2 H+_c0 + NADH_c0 + cpd00577_c0;-1000;1000;0;0
560;rxn08129_c0;Maltose_c0 + cpd01329_c0 <=> cpd00027_c0 + cpd15494_c0;-1000;1000;-1000;1000
561;rxn02892_c0;H2O_c0 + cpd02393_c0 <=> H+_c0 + Acetate_c0 + cpd01976_c0;-1000;1000;0;0
562;rxn05467_c0;CO2_e0[e] <=> CO2_c0;-1000;1000;-0.0191956;0
563;rxn00330_c0;H+_c0 + CoA_c0 + cpd00130_c0 <= cpd00022_c0 + H2O_c0 + cpd00040_c0;-1000;-0;-0;-0
564;rxn00493_c0;cpd00024_c0 + cpd00066_c0 <=> cpd00023_c0 + cpd00143_c0;-1000;1000;-0.0784703;-0.00784703
565;rxn08298_c0;ATP_c0 + cpd15310_c0 <=> ADP_c0 + cpd15525_c0;-1000;1000;1.21431e-17;1.21431e-17
566;rxn00293_c0;cpd02611_c0 + UTP_c0 <=> PPi_c0 + cpd00037_c0;-1000;1000;0.00508049;0.0508049
567;rxn09471_c0;6 CoA_c0 + 6 H2O_c0 + 6 NAD_c0 + 5 O2_c0 + cpd15295_c0 <= 7 H+_c0 + 7 cpd00022_c0 + 6 NADH_c0 + 5 H2O2_c0;-1000;-0;-0.0508049;-0.00508049
568;rxn06848_c0;ACP_c0 + cpd03587_c0 <= cpd11466_c0 + cpd03736_c0;-1000;-0;-0.0127012;-0.00127012
569;rxn00856_c0;cpd00024_c0 + cpd00118_c0 <= cpd00023_c0 + cpd00434_c0;-1000;-0;-0.00157249;-0.000157249
570;rxn00931_c0;NADP_c0 + cpd00129_c0 <= 2 H+_c0 + NADPH_c0 + cpd02431_c0;-1000;-0;-0.0936216;-0.00936216
571;rxn05394_c0;cpd11530_c0 => H2O_c0 + cpd11531_c0;0;1000;0.00432595;0.0432595
572;rxn01504_c0;HMG-CoA_c0 => H2O_c0 + cpd02068_c0;0;1000;0.00432595;0.0432595
573;rxn08110_c0;H2O_c0 + NADP_c0 + cpd00371_c0 => 2 H+_c0 + NADPH_c0 + cpd00141_c0;0;1000;0.0339717;0.339717
574;rxn00726_c0;NH3_c0 + cpd00216_c0 => H+_c0 + H2O_c0 + cpd00020_c0 + cpd00093_c0;0;1000;0.00239707;0.0239707
575;rxn11702_c0;H+_c0 + cpd00658_c0 + cpd00024_c0 => CO2_c0 + cpd16335_c0;0;1000;0.000314498;0.00314498
576;rxn06729_c0;H+_c0 + HMA_c0 + cpd00037_c0 => ACP_c0 + cpd02886_c0;0;1000;0.00254025;0.0254025
577;rxn04139_c0;H+_c0 + NADPH_c0 + O2_c0 + cpd03448_c0 => H2O_c0 + NADP_c0 + cpd03449_c0;0;1000;0.000157249;0.00157249
578;rxn10481_c0;ATP_c0 + H2O_c0 + Cu2+_e0[e] => H+_c0 + cpd00009_c0 + ADP_c0 + Cu2+_c0;0;1000;0.000157249;0.00157249
579;rxn05378_c0;H+_c0 + NADPH_c0 + cpd11514_c0 => NADP_c0 + cpd11515_c0;0;1000;0.00432595;0.0432595
580;rxn01446_c0;cpd00009_c0 + cpd00277_c0 <= cpd00509_c0 + Guanine_c0;-1000;-0;-0.00826444;-0.000826444
581;rxn03916_c0;ATP_c0 + cpd04920_c0 => PPi_c0 + cpd03830_c0;0;1000;0.00508049;0.0508049
582;rxn01518_c0;ATP_c0 + cpd00412_c0 => H+_c0 + ADP_c0 + dUMP_c0;0;1000;0.00162716;996.115
583;rxn01401_c0;H2O_c0 + O2_c0 + cpd00264_c0 <= H2O2_c0 + cpd00434_c0 + cpd00726_c0;-1000;-0;-0.00157249;-0.000157249
584;rxn03159_c0;Lipid X_c0 + cpd02835_c0 => UDP_c0 + cpd03002_c0;0;1000;0.00127012;0.0127012
585;rxn02895_c0;ATP_c0 + Glycine_c0 + cpd01982_c0 => H+_c0 + cpd00009_c0 + ADP_c0 + GAR_c0;0;1000;0.000157249;0.00157249
586;rxn02937_c0;ATP_c0 + cpd02826_c0 => H+_c0 + cpd00009_c0 + ADP_c0 + AIR_c0;0;1000;0.000157249;0.00157249
587;rxn05434_c0;H+_c0 + NADH_c0 + cpd11502_c0 => NAD_c0 + cpd11503_c0;0;1000;0.00432595;0.0432595
588;rxn01360_c0;O2_c0 + cpd00282_c0 => Orotate_c0 + H2O2_c0;0;1000;0.0364649;0.367613
589;rxn01073_c0;H2O_c0 + cpd00908_c0 <= H+_c0 + cpd00162_c0 + cpd00080_c0;-1000;-0;-0.00540744;-0.000540744
590;rxn01369_c0;cpd00024_c0 + O2_c0 + cpd00412_c0 <= CO2_c0 + Uridine_c0 + cpd00036_c0;-1000;-0;-0.024536;-0.0024536
591;rxn02898_c0;cpd02021_c0 => CoA_c0 + cpd02295_c0;0;1000;0.000314498;0.00314498
592;rxn05383_c0;ACP_c0 + cpd01882_c0 => H+_c0 + CoA_c0 + cpd11520_c0;0;1000;0.00432595;0.0432595
593;rxn05144_c0;cpd00171_c0 + cpd00102_c0 + cpd00053_c0 => H+_c0 + cpd00009_c0 + 3 H2O_c0 + cpd00023_c0 + cpd00016_c0;0;1000;0.000157249;0.00157249
594;rxn08043_c0;H+_c0 + cpd00020_c0 + cpd00094_c0 => CO2_c0 + cpd00498_c0;0;1000;0.0122794;0.122794
595;rxn00260_c0;cpd00041_c0 + cpd00024_c0 <= cpd00032_c0 + cpd00023_c0;-1000;-0;-0.738445;-0.0735718
596;rxn12777_c0;CoA_c0 + NAD_c0 + cpd00094_c0 <= CO2_c0 + NADH_c0 + cpd00086_c0;-1000;-0;-0.296458;-0.0296458
597;rxn03907_c0;cpd08286_c0 + CTP_c0 => PPi_c0 + cpd08287_c0;0;1000;0.0177453;0.177453
598;rxn02933_c0;NAD_c0 + cpd02691_c0 <= H+_c0 + NADH_c0 + cpd02124_c0;-1000;-0;-0.0432595;-0.00432595
599;rxn02504_c0;cpd02961_c0 => cpd00954_c0 + cpd00229_c0;0;1000;0.000471748;0.00471748
600;rxn03146_c0;H2O_c0 + cpd02886_c0 => Acetate_c0 + cpd03584_c0;0;1000;0.00254025;0.0254025
601;rxn10337_c0;2 cpd15722_c0 => cpd00100_c0 + cpd15794_c0;0;1000;0.000540744;0.00540744
602;rxn00649_c0;cpd00722_c0 + H2S_c0 => Acetate_c0 + cpd00084_c0;0;1000;0.00254025;0.0254025
603;rxn12224_c0;O2_c0 + cpd03446_c0 => H2O_c0 + cpd03447_c0;0;1000;0.000157249;0.00157249
604;rxn10008_c0;H+_c0 + 2 H2O_c0 + cpd00020_c0 + cpd00032_c0 => 3 O2_c0 + cpd01727_c0;0;1000;0.0334968;0.334968
605;rxn03080_c0;cpd11225_c0 + cpd02882_c0 => H+_c0 + cpd00009_c0 + 2 H2O_c0 + cpd02656_c0;0;1000;0.000628997;0.00628997
606;rxn02011_c0;ATP_c0 + cpd00516_c0 + cpd00525_c0 => H+_c0 + cpd00009_c0 + ADP_c0 + cpd02964_c0;0;1000;0.00127012;0.0127012
607;rxn00122_c0;ATP_c0 + FMN_c0 => PPi_c0 + FAD_c0;0;1000;0.000157249;0.00157249
608;rxn00867_c0;cpd00119_c0 <= NH3_c0 + cpd00581_c0;-1000;-0;-0.0402528;-0.00402528
609;rxn02186_c0;H+_c0 + NADPH_c0 + ALCTT_c0 => NADP_c0 + cpd02498_c0;0;1000;0.0372656;0.372656
610;rxn06022_c0;H2O_c0 + ACP_c0 <= 2 H+_c0 + cpd00834_c0 + apo-ACP_c0;-1000;-0;-0.00157249;-0.000157249
611;rxn03164_c0;ATP_c0 + cpd02964_c0 + Ala-Ala_c0 => H+_c0 + cpd00009_c0 + ADP_c0 + cpd02968_c0;0;1000;0.00127012;0.0127012
612;rxn00688_c0;H2O_c0 + NADP_c0 + cpd00201_c0 <= H+_c0 + CO2_c0 + NADPH_c0 + cpd00087_c0;-1000;-0;-0.00157249;-0.000157249
613;rxn02003_c0;NADP_c0 + cpd02113_c0 <= H+_c0 + NADPH_c0 + cpd00522_c0;-1000;-0;-0.0127012;-0.00127012
614;rxn03511_c0;cpd03830_c0 => cpd03831_c0;0;1000;0.00508049;0.0508049
615;rxn00848_c0;cpd00020_c0 + cpd00493_c0 => cpd00016_c0 + cpd00117_c0;0;1000;0.00254025;0.0254025
616;rxn01709_c0;cpd00453_c0 => H2O_c0 + cpd00371_c0;0;1000;0.0339717;0.339717
617;rxn03437_c0;cpd02535_c0 => H2O_c0 + 3MOP_c0;0;1000;0.0122794;0.122794
618;rxn05390_c0;cpd11526_c0 => H2O_c0 + cpd11527_c0;0;1000;0.00432595;0.0432595
619;rxn00003_c0;CO2_c0 + ALCTT_c0 <= H+_c0 + 2 cpd00020_c0;-1000;-0;-0.372656;-0.0372656
620;rxn05381_c0;cpd11517_c0 => H2O_c0 + cpd11518_c0;0;1000;0.00432595;0.0432595
621;rxn13846_c0;HMA_c0 <= H2O_c0 + cpd15294_c0;-1000;-0;-0.0508049;-0.00508049
622;rxn00601_c0;cpd00051_c0 + cpd00078_c0 <= H+_c0 + CoA_c0 + cpd02103_c0;-1000;-0;-0.125281;-0.0125281
623;rxn05380_c0;H+_c0 + NADPH_c0 + cpd11516_c0 => NADP_c0 + cpd11517_c0;0;1000;0.00432595;0.0432595
624;rxn05398_c0;cpd11534_c0 => H2O_c0 + cpd11535_c0;0;1000;0.00432595;0.0432595
625;rxn08015_c0;ATP_c0 + ACP_c0 + cpd15298_c0 => 2 H+_c0 + PPi_c0 + AMP_c0 + cpd15294_c0;0;1000;0.00508049;0.0508049
626;rxn00188_c0;CO2_c0 + cpd00023_c0 + NH3_c0 => 2 H+_c0 + H2O_c0 + cpd03460_c0;0;1000;0.00402528;0.0402528
627;rxn05368_c0;H+_c0 + NADPH_c0 + cpd11504_c0 => NADP_c0 + cpd11505_c0;0;1000;0.00432595;0.0432595
628;rxn13784_c0; => cpd17043_c0;0;1000;0.0507834;0.507834
629;rxn10338_c0;2 cpd15723_c0 => cpd00100_c0 + cpd15795_c0;0;1000;0.000540744;0.00540744
630;rxn08708_c0;ATP_c0 + cpd15484_c0 => 4 H+_c0 + ADP_c0 + cpd15549_c0;0;1000;0.00127012;0.0127012
631;rxn01256_c0;cpd00216_c0 => cpd00219_c0;0;1000;0.00784703;0.0784703
632;rxn05150_c0;ATP_c0 + H2O_c0 + Zn2+_e0[e] => H+_c0 + cpd00009_c0 + ADP_c0 + Zn2+_c0;0;1000;0.000157249;0.00157249
633;rxn00898_c0;cpd02498_c0 => H2O_c0 + cpd00123_c0;0;1000;0.0372656;0.372656
634;rxn10221_c0;cpd15678_c0 + CTP_c0 => H+_c0 + PPi_c0 + cpd15684_c0;0;1000;0.00216298;0.0216298
635;rxn01117_c0;cpd00817_c0 <= cpd00171_c0;-1000;-0;-0.0381037;-0.00381037
636;rxn13022_c0;NAD_c0 + cpd01646_c0 => CO2_c0 + NADH_c0 + 4MOP_c0;0;1000;0.0190635;0.190635
637;rxn03329_c0;H2O_c0 + cpd03299_c0 <= H+_c0 + cpd03460_c0;-1000;-0;-0.0402528;-0.00402528
638;rxn08618_c0;cpd00026_c0 + cpd15489_c0 => 4 H+_c0 + UDP_c0 + cpd15479_c0;0;1000;0.00127012;0.0127012
639;rxn03537_c0;GTP_c0 + cpd03919_c0 => H+_c0 + PPi_c0 + cpd03920_c0;0;1000;0.000157249;0.00157249
640;rxn03909_c0;H+_c0 + cpd00020_c0 + cpd00102_c0 => CO2_c0 + cpd08289_c0;0;1000;0.0179026;0.179026
641;rxn08352_c0;H+_c0 + NADH_c0 + cpd08615_c0 => H2O_c0 + NAD_c0 + DMAPP_c0;0;1000;0.00174187;0.0174187
