Variable index;Variable type;Variable ID;Variable name;Variable data;Upper bound;Lower bound;Max;Min
36;REVERSE_FLUX;rxn02319_c0;rxn02319_c0;cpd00002_c0 + cpd01186_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00806_c0;1000;0;0;0
37;FORWARD_FLUX;rxn08807_c0;rxn08807_c0;cpd00001_c0 + cpd15317_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15237_c0;1000;0;0;0
38;REVERSE_FLUX;rxn08807_c0;rxn08807_c0;cpd00001_c0 + cpd15317_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15237_c0;1000;0;0;0
39;FORWARD_FLUX;rxn02320_c0;rxn02320_c0;cpd00024_c0 + cpd00807_c0 <=> cpd00023_c0 + cpd00930_c0;1000;0;0;0
40;REVERSE_FLUX;rxn02320_c0;rxn02320_c0;cpd00024_c0 + cpd00807_c0 <=> cpd00023_c0 + cpd00930_c0;1000;0;0;0
41;FORWARD_FLUX;rxn04082_c0;rxn04082_c0;cpd00808_c0 <=> cpd00198_c0;1000;0;0;0
42;REVERSE_FLUX;rxn04082_c0;rxn04082_c0;cpd00808_c0 <=> cpd00198_c0;1000;0;0;0
43;FORWARD_FLUX;rxn02796_c0;rxn02796_c0;cpd00001_c0 + cpd03246_c0 <=> cpd00210_c0 + cpd01663_c0;1000;0;0;0
44;REVERSE_FLUX;rxn02796_c0;rxn02796_c0;cpd00001_c0 + cpd03246_c0 <=> cpd00210_c0 + cpd01663_c0;1000;0;0;0
45;FLUX;rxn08084_c0;rxn08084_c0;cpd00067_c0 + cpd15331_c0 + cpd11466_c0 => cpd15522_c0 + cpd11493_c0;1000;0;0;0
46;FLUX;rxn01486_c0;rxn01486_c0;cpd00113_c0 + cpd00350_c0 => cpd00067_c0 + cpd00012_c0 + cpd00289_c0;1000;0;0.00471748;0.000471748
47;FLUX;rxn05040_c0;rxn05040_c0;cpd00171_c0 => cpd00067_c0 + cpd11225_c0 + cpd00047_c0;1000;0;0.00628997;0.000628997
48;FORWARD_FLUX;rxn02090_c0;rxn02090_c0;cpd00067_c0 + cpd00001_c0 + cpd00585_c0 <=> cpd01679_c0 + cpd00013_c0;1000;0;0;0
49;REVERSE_FLUX;rxn02090_c0;rxn02090_c0;cpd00067_c0 + cpd00001_c0 + cpd00585_c0 <=> cpd01679_c0 + cpd00013_c0;1000;0;0;0
50;FORWARD_FLUX;rxn00165_c0;rxn00165_c0;cpd00054_c0 <=> cpd00020_c0 + cpd00013_c0;1000;0;0;0
51;REVERSE_FLUX;rxn00165_c0;rxn00165_c0;cpd00054_c0 <=> cpd00020_c0 + cpd00013_c0;1000;0;0.322841;0.0322841
52;FORWARD_FLUX;rxn00765_c0;rxn00765_c0;cpd00100_c0 + cpd00006_c0 <=> cpd00067_c0 + cpd00448_c0 + cpd00005_c0;1000;0;1000;0
53;REVERSE_FLUX;rxn00765_c0;rxn00765_c0;cpd00100_c0 + cpd00006_c0 <=> cpd00067_c0 + cpd00448_c0 + cpd00005_c0;1000;0;1000;0
54;FORWARD_FLUX;rxn05814_c0;rxn05814_c0;cpd00002_c0 + cpd12232_c0 <=> cpd00008_c0 + cpd00354_c0;1000;0;0;0
55;REVERSE_FLUX;rxn05814_c0;rxn05814_c0;cpd00002_c0 + cpd12232_c0 <=> cpd00008_c0 + cpd00354_c0;1000;0;0;0
56;FORWARD_FLUX;rxn00539_c0;rxn00539_c0;cpd00162_c0 <=> cpd00013_c0 + cpd00071_c0;1000;0;0;0
57;REVERSE_FLUX;rxn00539_c0;rxn00539_c0;cpd00162_c0 <=> cpd00013_c0 + cpd00071_c0;1000;0;0.000689965;6.89965e-05
58;FORWARD_FLUX;rxn11726_c0;rxn11726_c0;cpd00001_c0 + cpd14891_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16342_c0;1000;0;0;0
59;REVERSE_FLUX;rxn11726_c0;rxn11726_c0;cpd00001_c0 + cpd14891_c0 <=> 2 cpd00067_c0 + cpd00010_c0 + cpd16342_c0;1000;0;0;0
60;FLUX;rxn00001_c0;rxn00001_c0;cpd00001_c0 + cpd00012_c0 => cpd00067_c0 + 2 cpd00009_c0;1000;0;996.114;0
61;FORWARD_FLUX;rxn01322_c0;rxn01322_c0;cpd00232_c0 <=> cpd00020_c0 + cpd00492_c0;1000;0;0;0
62;REVERSE_FLUX;rxn01322_c0;rxn01322_c0;cpd00232_c0 <=> cpd00020_c0 + cpd00492_c0;1000;0;0;0
63;FLUX;rxn00710_c0;rxn00710_c0;cpd00067_c0 + cpd00810_c0 => cpd00011_c0 + cpd00091_c0;1000;0;0.367613;0.0364649
64;FORWARD_FLUX;rxn08817_c0;rxn08817_c0;cpd00001_c0 + cpd15350_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd01741_c0;1000;0;0;0
65;REVERSE_FLUX;rxn08817_c0;rxn08817_c0;cpd00001_c0 + cpd15350_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd01741_c0;1000;0;0;0
66;FORWARD_FLUX;rxn00910_c0;rxn00910_c0;cpd00006_c0 + cpd00345_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00125_c0;1000;0;999.992;0
67;REVERSE_FLUX;rxn00910_c0;rxn00910_c0;cpd00006_c0 + cpd00345_c0 <=> cpd00067_c0 + cpd00005_c0 + cpd00125_c0;1000;0;1000;0
68;FORWARD_FLUX;rxn01129_c0;rxn01129_c0;cpd00249_c0 + cpd00115_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00177_c0;1000;0;1000;0
69;REVERSE_FLUX;rxn01129_c0;rxn01129_c0;cpd00249_c0 + cpd00115_c0 <=> cpd00067_c0 + cpd00091_c0 + cpd00177_c0;1000;0;1000;0
70;FORWARD_FLUX;rxn08296_c0;rxn08296_c0;cpd00002_c0 + cpd15308_c0 <=> cpd00008_c0 + cpd15523_c0;1000;0;0;0
71;REVERSE_FLUX;rxn08296_c0;rxn08296_c0;cpd00002_c0 + cpd15308_c0 <=> cpd00008_c0 + cpd15523_c0;1000;0;0;0
72;FLUX;rxn00717_c0;rxn00717_c0;cpd00067_c0 + cpd00001_c0 + cpd00307_c0 => cpd00013_c0 + cpd00092_c0;1000;0;0;0
73;FORWARD_FLUX;rxn01297_c0;rxn01297_c0;cpd00001_c0 + cpd00003_c0 + cpd00226_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00309_c0;1000;0;0;0
74;REVERSE_FLUX;rxn01297_c0;rxn01297_c0;cpd00001_c0 + cpd00003_c0 + cpd00226_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd00309_c0;1000;0;0;0
75;FORWARD_FLUX;rxn10254_c0;rxn10254_c0;cpd00002_c0 + cpd15702_c0 <=> cpd00008_c0 + cpd15678_c0;1000;0;0;0
76;REVERSE_FLUX;rxn10254_c0;rxn10254_c0;cpd00002_c0 + cpd15702_c0 <=> cpd00008_c0 + cpd15678_c0;1000;0;0;0
77;FORWARD_FLUX;rxn08796_c0;rxn08796_c0;cpd00001_c0 + cpd15325_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd01741_c0;1000;0;0;0
78;REVERSE_FLUX;rxn08796_c0;rxn08796_c0;cpd00001_c0 + cpd15325_c0 <=> cpd00067_c0 + cpd00080_c0 + cpd01741_c0;1000;0;0;0
79;FORWARD_FLUX;rxn08941_c0;rxn08941_c0;cpd00009_c0 + cpd15495_c0 <=> cpd01399_c0 + cpd00089_c0;1000;0;1000;0
80;REVERSE_FLUX;rxn08941_c0;rxn08941_c0;cpd00009_c0 + cpd15495_c0 <=> cpd01399_c0 + cpd00089_c0;1000;0;1000;0
81;FORWARD_FLUX;rxn06493_c0;rxn06493_c0;cpd00003_c0 + cpd12225_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd12005_c0;1000;0;0;0
82;REVERSE_FLUX;rxn06493_c0;rxn06493_c0;cpd00003_c0 + cpd12225_c0 <=> cpd00067_c0 + cpd00004_c0 + cpd12005_c0;1000;0;0;0
83;FLUX;rxn10214_c0;rxn10214_c0;cpd15671_c0 + cpd11432_c0 => cpd00067_c0 + cpd00010_c0 + cpd15677_c0;1000;0;0.0216298;0.00216298
84;FORWARD_FLUX;rxn12846_c0;rxn12846_c0;cpd00001_c0 + cpd15605_c0 <=> cpd00033_c0 + cpd00066_c0;1000;0;0;0
85;REVERSE_FLUX;rxn12846_c0;rxn12846_c0;cpd00001_c0 + cpd15605_c0 <=> cpd00033_c0 + cpd00066_c0;1000;0;0;0
86;FORWARD_FLUX;rxn00337_c0;rxn00337_c0;cpd00002_c0 + cpd00041_c0 <=> cpd00008_c0 + cpd01977_c0;1000;0;0.157656;0.0157656
87;REVERSE_FLUX;rxn00337_c0;rxn00337_c0;cpd00002_c0 + cpd00041_c0 <=> cpd00008_c0 + cpd01977_c0;1000;0;0;0
88;FORWARD_FLUX;rxn01231_c0;rxn01231_c0;cpd00067_c0 + cpd00395_c0 <=> cpd00011_c0 + cpd00210_c0;1000;0;0;0
89;REVERSE_FLUX;rxn01231_c0;rxn01231_c0;cpd00067_c0 + cpd00395_c0 <=> cpd00011_c0 + cpd00210_c0;1000;0;0;0
90;FORWARD_FLUX;rxn08823_c0;rxn08823_c0;cpd00001_c0 + cpd15357_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd15269_c0;1000;0;0;0
91;REVERSE_FLUX;rxn08823_c0;rxn08823_c0;cpd00001_c0 + cpd15357_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd15269_c0;1000;0;0;0
92;FORWARD_FLUX;rxn08127_c0;rxn08127_c0;cpd00179_c0 + cpd01399_c0 <=> cpd00027_c0 + cpd15495_c0;1000;0;1000;0
93;REVERSE_FLUX;rxn08127_c0;rxn08127_c0;cpd00179_c0 + cpd01399_c0 <=> cpd00027_c0 + cpd15495_c0;1000;0;1000;0
94;FORWARD_FLUX;rxn01134_c0;rxn01134_c0;cpd00179_c0 <=> cpd00794_c0;1000;0;0;0
95;REVERSE_FLUX;rxn01134_c0;rxn01134_c0;cpd00179_c0 <=> cpd00794_c0;1000;0;1000;3.88614
96;FORWARD_FLUX;rxn07577_c0;rxn07577_c0;cpd00067_c0 + cpd00005_c0 + cpd14938_c0 <=> cpd00006_c0 + cpd14939_c0;1000;0;0;0
97;REVERSE_FLUX;rxn07577_c0;rxn07577_c0;cpd00067_c0 + cpd00005_c0 + cpd14938_c0 <=> cpd00006_c0 + cpd14939_c0;1000;0;0;0
98;REVERSE_FLUX;rxn00902_c0;rxn00902_c0;cpd00067_c0 + cpd00010_c0 + cpd01646_c0 <= cpd00022_c0 + cpd00001_c0 + cpd00123_c0;1000;0;0.190635;0.0190635
99;FORWARD_FLUX;rxn00658_c0;rxn00658_c0;cpd00001_c0 + cpd00788_c0 <=> cpd00085_c0 + cpd00029_c0;1000;0;0;0
100;REVERSE_FLUX;rxn00658_c0;rxn00658_c0;cpd00001_c0 + cpd00788_c0 <=> cpd00085_c0 + cpd00029_c0;1000;0;0;0
101;FORWARD_FLUX;rxn03872_c0;rxn03872_c0;cpd00001_c0 + cpd06717_c0 <=> cpd00067_c0 + cpd04103_c0;1000;0;0;0
102;REVERSE_FLUX;rxn03872_c0;rxn03872_c0;cpd00001_c0 + cpd06717_c0 <=> cpd00067_c0 + cpd04103_c0;1000;0;0;0
103;FORWARD_FLUX;rxn01739_c0;rxn01739_c0;cpd00002_c0 + cpd00383_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02030_c0;1000;0;0.17316;0.017316
104;REVERSE_FLUX;rxn01739_c0;rxn01739_c0;cpd00002_c0 + cpd00383_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02030_c0;1000;0;0;0
105;FLUX;rxn02400_c0;rxn02400_c0;cpd00001_c0 + cpd00873_c0 => cpd00009_c0 + cpd03471_c0;1000;0;0;0
106;FORWARD_FLUX;rxn01974_c0;rxn01974_c0;cpd00504_c0 <=> cpd00516_c0;1000;0;0;0
107;REVERSE_FLUX;rxn01974_c0;rxn01974_c0;cpd00504_c0 <=> cpd00516_c0;1000;0;0;0
108;FORWARD_FLUX;rxn01287_c0;rxn01287_c0;cpd00002_c0 + cpd00224_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02428_c0;1000;0;0;0
109;REVERSE_FLUX;rxn01287_c0;rxn01287_c0;cpd00002_c0 + cpd00224_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd02428_c0;1000;0;0;0
110;FORWARD_FLUX;rxn12641_c0;rxn12641_c0;cpd00001_c0 + cpd11585_c0 <=> cpd00033_c0 + cpd00035_c0;1000;0;0;0
111;REVERSE_FLUX;rxn12641_c0;rxn12641_c0;cpd00001_c0 + cpd11585_c0 <=> cpd00033_c0 + cpd00035_c0;1000;0;0;0
112;FLUX;rxn04673_c0;rxn04673_c0;cpd02295_c0 + cpd03214_c0 => 2 cpd00067_c0 + cpd00011_c0 + cpd00012_c0 + cpd09410_c0;1000;0;0;0
113;FLUX;rxn03887_c0;rxn03887_c0;cpd00652_c0 => cpd00001_c0 + cpd00515_c0;1000;0;0;0
114;FORWARD_FLUX;rxn09198_c0;rxn09198_c0;2 cpd00067_c0 + cpd15553_c0 <=> cpd00011_c0 + cpd15529_c0;1000;0;0;0
115;REVERSE_FLUX;rxn09198_c0;rxn09198_c0;2 cpd00067_c0 + cpd15553_c0 <=> cpd00011_c0 + cpd15529_c0;1000;0;0;0
116;FORWARD_FLUX;rxn08838_c0;rxn08838_c0;cpd00001_c0 + cpd15336_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0;1000;0;0;0
117;REVERSE_FLUX;rxn08838_c0;rxn08838_c0;cpd00001_c0 + cpd15336_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd01741_c0;1000;0;0;0
118;FLUX;rxn00100_c0;rxn00100_c0;cpd00002_c0 + cpd00655_c0 => cpd00067_c0 + cpd00008_c0 + cpd00010_c0;1000;0;0.00157249;0.000157249
119;REVERSE_FLUX;rxn00789_c0;rxn00789_c0;cpd00067_c0 + cpd00012_c0 + cpd01775_c0 <= cpd00002_c0 + cpd00103_c0;1000;0;0;0
120;FLUX;rxn02374_c0;rxn02374_c0;cpd00858_c0 => cpd00067_c0 + cpd00001_c0 + cpd02431_c0;1000;0;0;0
121;FORWARD_FLUX;rxn08583_c0;rxn08583_c0;cpd00026_c0 + cpd15479_c0 <=> cpd00014_c0 + cpd15469_c0;1000;0;0.0127012;0.00127012
122;REVERSE_FLUX;rxn08583_c0;rxn08583_c0;cpd00026_c0 + cpd15479_c0 <=> cpd00014_c0 + cpd15469_c0;1000;0;0;0
123;REVERSE_FLUX;rxn00837_c0;rxn00837_c0;cpd00013_c0 + cpd00006_c0 + cpd00114_c0 <= 2 cpd00067_c0 + cpd00005_c0 + cpd00126_c0;1000;0;0.0733931;0
124;REVERSE_FLUX;rxn05319_c0;rxn05319_c0;cpd00001_e0[e] <= cpd00001_c0;1000;0;13.7353;1.35569
125;FLUX;rxn05293_c0;rxn05293_c0;cpd00067_c0 + cpd00004_c0 + cpd08301_c0 => cpd00001_c0 + cpd00003_c0 + cpd08615_c0;1000;0;0.177453;0.0177453
126;FORWARD_FLUX;rxn02264_c0;rxn02264_c0;cpd00755_c0 <=> cpd00001_c0 + cpd00774_c0;1000;0;0.00314498;0.000314498
127;REVERSE_FLUX;rxn02264_c0;rxn02264_c0;cpd00755_c0 <=> cpd00001_c0 + cpd00774_c0;1000;0;0;0
128;FORWARD_FLUX;rxn09202_c0;rxn09202_c0;2 cpd00067_c0 + cpd15557_c0 <=> cpd00011_c0 + cpd15533_c0;1000;0;0;0
129;REVERSE_FLUX;rxn09202_c0;rxn09202_c0;2 cpd00067_c0 + cpd15557_c0 <=> cpd00011_c0 + cpd15533_c0;1000;0;0;0
130;FORWARD_FLUX;rxn00097_c0;rxn00097_c0;cpd00002_c0 + cpd00067_c0 + cpd00018_c0 <=> 2 cpd00008_c0;1000;0;1000;0.0754989
131;REVERSE_FLUX;rxn00097_c0;rxn00097_c0;cpd00002_c0 + cpd00067_c0 + cpd00018_c0 <=> 2 cpd00008_c0;1000;0;0;0
132;FORWARD_FLUX;rxn01217_c0;rxn01217_c0;cpd00067_c0 + cpd00001_c0 + cpd00206_c0 <=> cpd00013_c0 + cpd00299_c0;1000;0;0;0
133;REVERSE_FLUX;rxn01217_c0;rxn01217_c0;cpd00067_c0 + cpd00001_c0 + cpd00206_c0 <=> cpd00013_c0 + cpd00299_c0;1000;0;1000;0.000826444
134;FLUX;rxn02212_c0;rxn02212_c0;cpd02857_c0 => cpd00009_c0 + cpd00699_c0;1000;0;0.17316;0.017316
135;FORWARD_FLUX;rxn00191_c0;rxn00191_c0;cpd00024_c0 + cpd00035_c0 <=> cpd00020_c0 + cpd00023_c0;1000;0;0;0
136;REVERSE_FLUX;rxn00191_c0;rxn00191_c0;cpd00024_c0 + cpd00035_c0 <=> cpd00020_c0 + cpd00023_c0;1000;0;0.244863;0.0244863
137;FORWARD_FLUX;rxn00695_c0;rxn00695_c0;cpd00002_c0 + cpd00089_c0 <=> cpd00012_c0 + cpd00387_c0;1000;0;0;0
138;REVERSE_FLUX;rxn00695_c0;rxn00695_c0;cpd00002_c0 + cpd00089_c0 <=> cpd00012_c0 + cpd00387_c0;1000;0;0;0
139;FORWARD_FLUX;rxn00655_c0;rxn00655_c0;cpd00001_c0 + cpd00003_c0 + cpd01489_c0 <=> cpd00067_c0 + cpd00020_c0 + cpd00004_c0 + cpd00085_c0;1000;0;0;0
140;REVERSE_FLUX;rxn00655_c0;rxn00655_c0;cpd00001_c0 + cpd00003_c0 + cpd01489_c0 <=> cpd00067_c0 + cpd00020_c0 + cpd00004_c0 + cpd00085_c0;1000;0;0;0
141;FORWARD_FLUX;rxn11552_c0;rxn11552_c0;cpd00067_c0 + cpd00005_c0 + cpd00108_c0 <=> cpd00006_c0 + cpd01171_c0;1000;0;1000;0
142;REVERSE_FLUX;rxn11552_c0;rxn11552_c0;cpd00067_c0 + cpd00005_c0 + cpd00108_c0 <=> cpd00006_c0 + cpd01171_c0;1000;0;1000;0
143;FORWARD_FLUX;rxn00692_c0;rxn00692_c0;cpd00033_c0 + cpd00001_c0 + cpd00125_c0 <=> cpd00054_c0 + cpd00087_c0;1000;0;0;0
144;REVERSE_FLUX;rxn00692_c0;rxn00692_c0;cpd00033_c0 + cpd00001_c0 + cpd00125_c0 <=> cpd00054_c0 + cpd00087_c0;1000;0;0.187934;0.0187934
145;FORWARD_FLUX;rxn01492_c0;rxn01492_c0;cpd00002_c0 + cpd00802_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00290_c0;1000;0;0;0
146;REVERSE_FLUX;rxn01492_c0;rxn01492_c0;cpd00002_c0 + cpd00802_c0 <=> cpd00067_c0 + cpd00008_c0 + cpd00290_c0;1000;0;0;0
147;FORWARD_FLUX;rxn00802_c0;rxn00802_c0;cpd02152_c0 <=> cpd00106_c0 + cpd00051_c0;1000;0;0;0
148;REVERSE_FLUX;rxn00802_c0;rxn00802_c0;cpd02152_c0 <=> cpd00106_c0 + cpd00051_c0;1000;0;0;0
149;FORWARD_FLUX;rxn01310_c0;rxn01310_c0;cpd00006_c0 + cpd00588_c0 <=> cpd00067_c0 + cpd00027_c0 + cpd00005_c0;1000;0;0;0
150;REVERSE_FLUX;rxn01310_c0;rxn01310_c0;cpd00006_c0 + cpd00588_c0 <=> cpd00067_c0 + cpd00027_c0 + cpd00005_c0;1000;0;0;0
151;FORWARD_FLUX;rxn08802_c0;rxn08802_c0;cpd00001_c0 + cpd15328_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd15269_c0;1000;0;0;0
152;REVERSE_FLUX;rxn08802_c0;rxn08802_c0;cpd00001_c0 + cpd15328_c0 <=> 2 cpd00067_c0 + cpd00080_c0 + cpd15269_c0;1000;0;0;0
153;FORWARD_FLUX;rxn02703_c0;rxn02703_c0;cpd00002_c0 + cpd01407_c0 <=> cpd00008_c0 + cpd03722_c0;1000;0;0;0
154;REVERSE_FLUX;rxn02703_c0;rxn02703_c0;cpd00002_c0 + cpd01407_c0 <=> cpd00008_c0 + cpd03722_c0;1000;0;0;0
155;FLUX;rxn00913_c0;rxn00913_c0;cpd00001_c0 + cpd00126_c0 => cpd00009_c0 + cpd00311_c0;1000;0;0;0
156;FLUX;rxn01997_c0;rxn01997_c0;cpd00626_c0 => cpd00001_c0 + cpd00521_c0;1000;0;0.0127012;0.00127012
157;FORWARD_FLUX;rxn08809_c0;rxn08809_c0;cpd00001_c0 + cpd12547_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15269_c0;1000;0;0;0
158;REVERSE_FLUX;rxn08809_c0;rxn08809_c0;cpd00001_c0 + cpd12547_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15269_c0;1000;0;0.106561;0.0106561
159;FORWARD_FLUX;rxn03958_c0;rxn03958_c0;cpd00006_c0 + cpd08286_c0 <=> cpd00067_c0 + cpd08289_c0 + cpd00005_c0;1000;0;0;0
160;REVERSE_FLUX;rxn03958_c0;rxn03958_c0;cpd00006_c0 + cpd08286_c0 <=> cpd00067_c0 + cpd08289_c0 + cpd00005_c0;1000;0;0.177453;0.0177453
161;FORWARD_FLUX;rxn00131_c0;rxn00131_c0;cpd00001_c0 + cpd00018_c0 <=> cpd00128_c0 + cpd00101_c0;1000;0;996.114;0
162;REVERSE_FLUX;rxn00131_c0;rxn00131_c0;cpd00001_c0 + cpd00018_c0 <=> cpd00128_c0 + cpd00101_c0;1000;0;0;0
163;FORWARD_FLUX;rxn00178_c0;rxn00178_c0;2 cpd00022_c0 <=> cpd00010_c0 + cpd00279_c0;1000;0;0.0432595;0.00432595
164;REVERSE_FLUX;rxn00178_c0;rxn00178_c0;2 cpd00022_c0 <=> cpd00010_c0 + cpd00279_c0;1000;0;0;0
